"","PERSONID","VARSTRAT","GCDWORK","WKFTPT","HH_RACE","WKFTPT.1","WKRMHM","DRIVER","DTCOST","DTCONJ","R_SEX","R_AGE","HBHUR","WRKCOUNT","HHFAMINC"
"234693","57949381-2",54,1.092038617,2,1,2,2,1,-1,-1,1,79,"TC",1,5
"234705","57950341-1",87,3.4658861984,2,1,2,2,1,-1,-1,2,55,"U",1,9
"234709","57951311-2",41,2.9854732836,2,1,2,2,1,-1,-1,2,40,"U",2,17
"234714","57952167-2",55,8.9499532082,2,1,2,2,1,-1,2,1,70,"TC",1,10
"234742","57959009-1",85,21.616579254,2,1,2,2,1,3,-1,2,57,"TC",2,8
"234771","57966315-1",79,1.6131840333,2,2,2,2,1,2,-1,1,75,"C",1,3
"234778","57967732-1",49,3.3735188533,2,1,2,2,1,2,-1,2,73,"TC",1,17
"234787","57969914-1",75,1.1943703455,2,1,2,2,1,3,-1,2,47,"TC",2,3
"234792","57971775-1",63,2.7849466354,2,1,2,2,1,-1,3,2,57,"S",2,14
"234799","57972754-1",75,2.9550252994,2,1,2,2,1,-1,-1,2,72,"S",1,8
"234801","57972772-1",98,21.552957737,2,1,2,2,1,-1,-1,1,65,"TC",1,11
"234811","57974897-1",9,2.3927667365,2,1,2,2,1,2,-1,2,49,"S",2,12
"234821","57975719-3",34,0.9651757425,2,1,2,2,2,-1,-1,2,29,"TC",1,17
"234826","57976789-1",38,6.2301459703,2,1,2,2,1,-1,2,2,47,"TC",1,17
"234833","57977982-1",29,7.1915382236,2,2,2,2,1,-1,1,2,77,"S",1,8
"234835","57978318-2",68,1.1262299815,2,1,2,2,1,-1,-1,2,42,"C",2,13
"234843","57978569-2",33,3.0943892644,2,1,2,1,1,-1,-1,2,70,"C",1,18
"234848","57979089-3",39,1.6853742523,2,1,2,2,1,-1,-1,1,16,"TC",3,17
"234855","57979829-1",65,0.5816120101,2,1,2,2,1,-1,-1,2,69,"S",1,7
"234859","57981523-1",63,21.840959893,2,1,2,2,1,2,-1,2,78,"TC",1,8
"234865","57982388-2",88,3.6162154442,2,1,2,2,1,-1,-1,2,54,"S",2,10
"234890","57986162-1",10,2.3615707599,2,1,2,2,1,3,-1,1,76,"C",2,6
"234911","57991595-2",66,9.4297477477,2,1,2,2,1,-1,2,1,68,"TC",1,17
"234921","57994475-1",97,9.1051863255,2,1,2,2,1,-1,2,2,57,"TC",2,-8
"234976","58004876-2",34,1.2939986085,2,1,2,2,1,-1,-1,1,19,"U",3,17
"234979","58005378-1",99,7.987762895,2,1,2,2,1,-1,-1,2,50,"TC",2,10
"234981","58005426-1",83,21.888113239,2,1,2,2,1,2,-1,2,33,"TC",2,18
"234985","58005640-1",31,30.441564445,2,1,2,1,1,-1,3,1,82,"U",1,18
"234994","58008977-1",87,0.5526578798,2,6,2,2,1,3,-1,1,23,"C",1,4
"235003","58009648-2",44,2.0794585698,2,1,2,2,1,-1,-1,1,54,"TC",3,8
"235005","58010000-1",4,8.216299625,2,1,2,2,1,-1,-1,1,45,"TC",2,2
"235028","58015199-1",37,2.7218816681,2,1,2,2,2,-1,2,2,64,"S",1,5
"235034","58017830-1",72,12.604177804,2,1,2,2,1,2,-1,2,80,"TC",1,4
"235054","58020399-2",73,43.757610741,2,1,2,2,1,-1,-1,1,47,"TC",1,17
"235057","58020700-1",43,1.2138665667,2,1,2,2,1,-1,-1,2,71,"TC",1,2
"235061","58021743-1",82,4.5719868667,2,1,2,2,1,-1,2,2,46,"TC",2,11
"235066","58022030-2",61,1.0793460883,2,1,2,2,1,-1,-1,1,46,"TC",1,5
"235071","58022731-2",61,0.9240615265,2,1,2,2,1,-1,-1,1,64,"C",2,6
"235090","58025415-1",45,24.738182014,2,1,2,2,1,3,-1,2,49,"TC",3,18
"235092","58025415-4",45,24.738182014,2,1,2,2,1,2,-1,1,16,"TC",3,18
"235125","58031546-2",71,1.9203806028,2,1,2,2,1,-1,2,1,69,"S",1,14
"235131","58033027-1",9,14.258509112,2,1,2,2,1,-1,-1,2,54,"TC",2,18
"235137","58033821-1",23,0.2912199318,2,1,2,2,1,1,-1,2,59,"TC",1,2
"235166","58038424-2",4,0.4129002549,2,1,2,2,1,1,-1,2,58,"U",2,18
"235168","58038693-2",40,0.4887637153,2,1,2,2,1,2,-1,1,60,"TC",1,18
"235176","58039636-2",24,5.0980516447,2,1,2,1,1,-1,-1,1,85,"TC",3,18
"235181","58039805-2",100,3.0836100132,2,2,2,2,1,2,-1,1,20,"C",3,16
"235215","58043352-1",37,6.8194089422,2,-8,2,2,1,-1,-1,1,53,"S",1,7
"235237","58047211-1",36,3.5138584458,2,1,2,2,1,-1,3,1,71,"C",1,10
"235246","58048478-1",56,2.9131856735,2,1,2,2,1,-1,-1,2,55,"S",3,1
"235261","58050770-2",57,7.0184350254,2,1,2,2,1,-1,-1,2,58,"TC",1,12
"235294","58056606-2",41,11.575594367,2,1,2,2,1,-1,-1,2,45,"U",2,18
"235296","58056709-1",65,6.3977577693,2,1,2,2,1,2,-1,2,42,"S",1,16
"235298","58057890-1",62,3.061244261,2,1,2,2,1,-1,-1,2,58,"S",2,18
"235300","58057957-1",71,3.0606388325,2,2,2,2,1,-1,-1,2,46,"C",1,4
"235306","58060014-2",100,14.325953754,2,1,2,2,1,-1,-1,2,66,"TC",1,17
"235331","58063275-4",56,0.9131977253,2,1,2,-8,1,-1,-1,2,64,"U",1,2
"235334","58063332-3",18,1.6214329544,2,1,2,2,1,-1,-1,2,18,"C",3,18
"235347","58065774-2",14,2.0223839123,2,7,2,2,1,-1,-1,2,22,"S",2,12
"235362","58067246-1",22,8.9867380366,2,1,2,1,1,-1,3,1,60,"TC",2,18
"235364","58067901-1",78,0.1615504086,2,1,2,2,1,-1,-1,2,55,"TC",2,14
"235369","58068944-1",5,1.2462732173,2,1,2,2,1,-1,-1,2,43,"S",2,6
"235374","58069709-2",23,2.0726824879,2,1,2,2,2,-1,-1,1,18,"S",3,17
"235404","58074392-1",94,7.015969921,2,1,2,2,1,-1,-1,2,50,"C",2,-7
"235441","58080964-2",84,5.7537524485,2,1,2,2,1,2,-1,2,54,"TC",3,17
"235449","58082119-2",57,20.135287819,2,1,2,2,1,-1,-1,1,63,"S",2,-7
"235455","58083518-1",89,0.904758158,2,1,2,2,1,2,-1,2,40,"U",1,1
"235467","58084663-4",12,1.6665392636,2,1,2,2,1,-1,-1,2,19,"U",2,17
"235502","58089314-1",84,1.5224371988,2,1,2,2,1,-1,1,2,68,"S",1,5
"235526","58095306-1",36,8.4273262934,2,1,2,2,1,3,-1,2,67,"TC",1,-7
"235536","58097636-3",36,21.177540694,2,6,2,2,1,-1,1,1,24,"S",3,18
"235540","58098914-2",15,0.5790849713,2,1,2,2,1,-1,-1,2,50,"TC",2,18
"235545","58100349-2",94,0.8930874573,2,1,2,2,1,-1,-1,2,60,"TC",2,18
"235546","58100527-1",23,3.36254247,2,1,2,2,1,-1,-1,2,50,"U",1,5
"235559","58102099-1",84,8.8874059359,2,1,2,2,1,-1,-1,2,58,"TC",2,9
"235584","58105960-1",79,1.2922108669,2,2,2,2,1,-1,-1,2,24,"C",2,18
"235596","58107898-2",93,3.3849383667,2,1,2,2,1,-1,-1,2,63,"C",2,18
"235603","58109203-3",43,6.9139961055,2,7,2,2,1,-1,-1,2,32,"C",2,5
"235625","58111082-1",81,6.5903497098,2,1,2,2,1,3,-1,1,65,"TC",2,5
"235626","58111082-2",81,7.231714846,2,1,2,1,1,-1,-1,2,21,"TC",2,5
"235630","58112481-1",61,9.5343378267,2,1,2,2,1,2,-1,2,75,"TC",1,2
"235637","58113394-1",36,4.0297448999,2,1,2,2,1,-1,-1,2,56,"S",2,18
"235655","58115080-1",62,8.5156582698,2,1,2,2,1,2,-1,1,47,"TC",2,8
"235656","58115080-2",62,2.8985434722,2,1,2,2,2,-1,-1,1,48,"TC",2,8
"235665","58117468-2",59,1.0431679553,2,1,2,2,1,3,-1,2,55,"S",1,15
"235681","58120598-1",31,0.4455141832,2,1,2,2,1,2,-1,2,52,"TC",1,13
"235693","58121634-2",27,12.255590568,2,1,2,1,1,-1,2,1,67,"S",2,17
"235694","58121634-3",27,19.987918188,2,1,2,2,1,-1,-1,1,35,"S",2,17
"235730","58126116-2",2,1.6882431493,2,1,2,2,1,3,-1,2,50,"TC",1,1
"235736","58126545-2",90,2.4991696787,2,1,2,2,1,-1,-1,1,55,"S",2,6
"235740","58127010-4",42,15.764408699,2,1,2,2,1,-1,-1,1,18,"TC",3,18
"235748","58129087-2",15,3.3246442801,2,1,2,2,1,-1,2,1,69,"U",2,18
"235754","58131781-1",37,18.314055074,2,7,2,2,1,-1,-1,2,58,"TC",1,10
"235758","58131996-1",98,12.68589218,2,1,2,2,1,3,-1,2,71,"TC",1,7
"235761","58132649-2",38,1.413946996,2,1,2,2,1,-1,-1,2,48,"S",2,18
"235846","58148604-2",76,9.9715478978,2,1,2,2,1,-1,-1,2,75,"TC",1,14
"235852","58150625-1",19,1.4558838866,2,1,2,2,1,3,-1,2,65,"S",2,16
"235869","58153831-3",87,6.9183817354,2,1,2,2,1,2,-1,2,19,"TC",3,17
"235886","58156887-1",52,2.0929506287,2,1,2,2,1,-1,-1,2,24,"S",2,10
"235894","58158108-3",65,8.4798618634,2,1,2,2,1,-1,-1,2,19,"TC",2,10
"235903","58159570-1",34,0.7526649294,2,1,2,2,1,3,-1,2,39,"TC",1,1
"235925","58163728-2",38,8.7849131931,2,1,2,2,1,-1,-1,2,30,"S",2,13
"235936","58167342-2",43,12.983564662,2,1,2,2,1,-1,-1,1,74,"C",1,6
"235956","58169645-1",63,10.365764304,2,2,2,2,1,-1,-1,2,58,"TC",1,2
"235995","58176027-2",68,0.4953383816,2,2,2,2,1,-1,-1,2,18,"C",2,7
"236000","58176719-1",53,4.6757488052,2,1,2,2,1,-1,-1,1,68,"TC",1,18
"236023","58179336-2",11,5.6234609411,2,1,2,2,1,-1,-1,1,56,"S",2,17
"236031","58182028-2",2,1.6782356656,2,1,2,2,1,-1,-1,2,34,"U",1,1
"236046","58185805-3",74,4.5235459654,2,1,2,2,1,-1,-1,2,18,"S",2,7
"236104","58194197-1",78,1481.7084826,2,3,2,1,1,2,-1,1,39,"S",3,17
"236109","58196016-1",20,1.397821957,2,1,2,2,1,3,-1,1,68,"C",2,8
"236110","58196016-2",20,1.1741995417,2,1,2,-8,1,-1,-1,2,40,"C",2,8
"236116","58196650-1",44,0.7070075603,2,1,2,2,1,-1,-1,1,69,"U",1,18
"236117","58196847-1",48,5.2573323431,2,1,2,2,1,-1,3,2,48,"S",1,8
"236142","58199651-3",63,0.5679322474,2,1,2,2,1,2,-1,1,20,"S",4,18
"236143","58199651-4",63,0.5679322474,2,1,2,2,2,-1,-1,1,17,"S",4,18
"236156","58203099-1",39,0.4618744556,2,1,2,2,1,-1,-1,2,68,"TC",1,5
"236161","58203651-1",73,3.659124818,2,1,2,2,1,-1,-1,2,50,"TC",3,18
"236167","58204229-1",30,0.9398175933,2,1,2,2,1,-1,-1,2,52,"TC",1,1
"236174","58205525-2",93,1.7247222409,2,2,2,2,1,-1,-1,2,52,"S",2,12
"236199","58208704-2",85,1.5209678816,2,1,2,2,1,2,-1,2,61,"S",2,16
"236245","58213267-2",25,4.9777864142,2,1,2,2,1,3,-1,1,55,"TC",1,12
"236271","58217667-1",69,35.449200863,2,1,2,1,1,-1,-1,2,35,"TC",2,14
"236295","58219586-2",37,1.653785583,2,2,2,2,1,3,-1,1,20,"U",2,12
"236315","58221888-1",92,4.6578217065,2,1,2,2,1,-1,-1,2,65,"S",1,17
"236335","58226856-2",77,24.706785932,2,1,2,2,1,-1,-1,2,43,"TC",2,16
"236339","58228681-1",17,8.3080010385,2,1,2,2,1,-1,-1,1,64,"TC",1,3
"236346","58230835-1",6,1.8788330578,2,1,2,2,1,-1,-1,2,26,"S",4,18
"236353","58231823-1",68,0.9449765935,2,1,2,2,1,2,-1,2,61,"S",2,18
"236365","58233331-1",74,5.3815000414,2,1,2,2,1,3,-1,2,41,"C",1,2
"236372","58234310-1",53,12.917552439,2,1,2,2,1,-1,-1,1,62,"TC",1,11
"236392","58237508-1",11,6.2343569507,2,1,2,2,1,-1,3,1,63,"S",1,5
"236419","58243273-3",3,5.4093804239,2,1,2,2,1,-1,-1,1,21,"S",2,18
"236429","58245183-1",66,5.1849679927,2,3,2,-8,1,-1,-1,1,45,"S",2,10
"236437","58246180-1",49,0.4786438209,2,1,2,2,1,-1,-1,2,63,"S",1,17
"236442","58247020-2",72,1.3322875479,2,1,2,2,1,-1,-1,2,69,"S",1,14
"236445","58248371-3",2,3.1065309709,2,1,2,2,1,-1,-1,1,16,"TC",3,14
"236449","58249613-3",97,3.4584033451,2,1,2,2,1,2,-1,1,26,"TC",1,14
"236469","58253384-1",33,12.278080312,2,1,2,2,1,3,-1,2,54,"TC",2,10
"236472","58253722-2",36,14.988373934,2,1,2,1,1,-1,3,1,65,"U",1,17
"236478","58254710-1",45,44.937069892,2,1,2,2,1,-1,-1,1,73,"TC",1,10
"236485","58254961-1",69,65.146500335,2,1,2,1,1,-1,-1,2,27,"S",2,11
"236543","58262984-2",27,4.6086225264,2,2,2,2,1,3,-1,1,19,"C",1,5
"236549","58264661-1",99,1.9368987908,2,1,2,2,1,3,-1,2,61,"TC",2,10
"236557","58265248-2",4,44.366241629,2,1,2,2,1,-1,-1,2,50,"TC",2,18
"236580","58267224-2",1,11.865738985,2,97,2,2,1,-1,-1,2,62,"TC",1,7
"236581","58267439-1",54,7.1797335461,2,7,2,2,1,-1,-1,2,52,"U",2,7
"236586","58267925-2",66,13.231858248,2,1,2,2,1,-1,-1,1,81,"TC",1,6
"236591","58268324-1",66,9.4297036313,2,2,2,2,1,-1,-1,1,44,"TC",3,6
"236593","58268324-3",66,0.5645564719,2,2,2,2,1,-1,-1,2,16,"TC",3,6
"236610","58272648-2",69,2.902934699,2,1,2,2,1,3,-1,2,46,"TC",2,18
"236644","58276011-3",99,2.5619904768,2,1,2,2,1,-1,-1,1,17,"C",3,16
"236650","58277111-3",90,0.6340991495,2,1,2,2,1,-1,-1,1,24,"C",1,16
"236662","58278716-1",11,0.496227856,2,1,2,2,1,1,-1,2,35,"TC",1,18
"236666","58278912-1",41,14.411729056,2,1,2,2,1,1,-1,1,66,"TC",1,6
"236717","58284799-1",33,2.6713238555,2,1,2,2,1,-1,-1,1,71,"C",1,6
"236738","58289271-1",92,11.856592209,2,1,2,2,1,-1,-1,2,42,"TC",1,17
"236746","58290099-2",44,13.437076723,2,1,2,2,1,-1,-1,1,66,"TC",1,14
"236780","58294387-4",15,10.022635537,2,2,2,2,1,-1,-1,2,24,"TC",2,16
"236802","58296336-2",31,1.6817843246,2,1,2,2,1,3,-1,2,33,"TC",2,17
"236816","58298424-2",58,17.829108609,2,1,2,2,1,-1,3,2,38,"S",2,18
"236824","58300608-1",25,16.921828878,2,1,2,2,1,3,-1,1,70,"TC",2,17
"236831","58301445-2",62,9.0662318158,2,1,2,2,1,2,-1,1,18,"U",1,4
"236836","58302929-2",14,8.4810462676,2,1,2,2,1,-1,-1,1,62,"U",1,18
"236839","58303029-1",90,8.9083631271,2,1,2,2,1,-1,-1,2,56,"TC",2,10
"236840","58303029-2",90,13.654084923,2,1,2,2,1,-1,-1,1,57,"TC",2,10
"236863","58306806-3",93,7.1297703991,2,1,2,2,2,-1,-1,1,27,"TC",3,18
"236882","58309517-2",4,0.8502883816,2,1,2,2,1,3,-1,2,24,"C",3,18
"236883","58309517-3",4,1.4812944703,2,1,2,2,1,-1,-1,2,20,"C",3,18
"236898","58313260-1",58,0.8911072879,2,1,2,2,1,-1,-1,2,61,"S",1,3
"236926","58316878-1",52,5.1426833285,2,1,2,2,1,2,-1,2,31,"U",2,4
"236934","58317987-1",85,2.7031240515,2,1,2,2,1,-1,-1,2,45,"S",2,18
"236962","58322691-2",86,0.0075594957,2,1,2,2,1,3,-1,1,61,"TC",2,15
"236968","58323401-1",44,5.913334289,2,3,2,2,1,-1,-1,2,47,"U",2,18
"237002","58330388-1",82,5.3889234652,2,1,2,2,1,3,-1,2,79,"S",1,-8
"237006","58331910-2",57,3.7556885783,2,1,2,2,1,-1,-1,2,60,"TC",2,11
"237015","58333110-2",10,11.56601533,2,1,2,2,1,-1,-1,1,16,"TC",3,16
"237035","58335431-2",69,1.7094486701,2,1,2,2,1,-1,-1,1,74,"TC",1,11
"237089","58343539-2",81,2.6864321235,2,1,2,2,1,-1,-1,1,92,"S",1,13
"237115","58346763-1",9,0.0839109425,2,1,2,2,1,3,-1,2,49,"TC",3,12
"237121","58346866-3",11,2.8983295297,2,1,2,2,1,-1,-1,1,17,"S",3,17
"237124","58348114-1",75,17.245950233,2,1,2,1,1,-1,-1,2,34,"TC",1,16
"237125","58350500-1",88,2.4364297122,2,1,2,2,1,-1,2,2,61,"TC",1,12
"237140","58352559-2",40,3.5349073124,2,1,2,2,1,-1,-1,2,48,"TC",3,18
"237141","58352559-3",40,4.3961551082,2,1,2,2,1,-1,-1,1,18,"TC",3,18
"237143","58353725-1",78,14.160799824,2,1,2,2,1,-1,-1,2,50,"C",2,18
"237153","58356342-2",88,1.409811196,2,1,2,1,1,-1,-1,2,57,"S",2,15
"237154","58356548-1",48,6.5679789758,2,2,2,2,1,-1,-1,2,62,"TC",3,12
"237155","58356548-2",48,6.4302283486,2,2,2,2,1,-1,-1,1,64,"TC",3,12
"237181","58361391-2",16,3.2552248442,2,1,2,1,1,2,-1,1,74,"TC",1,12
"237182","58361757-1",53,3.9796203685,2,1,2,2,1,-1,-1,2,64,"S",2,10
"237194","58362400-2",77,0.1473192298,2,-8,2,2,1,-1,-1,2,65,"S",1,18
"237206","58363993-1",29,6.1439441727,2,1,2,2,1,-1,-1,2,55,"TC",2,18
"237223","58366305-3",83,8.4198708673,2,1,2,2,1,-1,-1,2,18,"TC",3,18
"237241","58369986-3",37,7.3842797196,2,1,2,2,1,3,-1,2,22,"TC",3,7
"237246","58370946-3",40,1.1307654936,2,1,2,2,1,2,-1,1,23,"C",2,18
"237276","58374663-1",56,0.7075714399,2,7,2,2,2,-1,-1,2,39,"C",2,5
"237328","58381577-1",95,11.953104552,2,1,2,2,1,3,-1,2,32,"TC",1,5
"237335","58381634-4",7,6.6280427586,2,1,2,2,1,-1,-1,2,25,"S",2,14
"237342","58382499-2",69,1.6246564527,2,1,2,2,1,-1,-1,2,86,"TC",1,8
"237379","58388071-2",91,34.328678103,2,1,2,2,1,3,-1,2,71,"TC",1,14
"237380","58388110-1",14,12.49989093,2,1,2,2,1,-1,-1,2,66,"TC",1,8
"237385","58388688-1",29,1.6782761603,2,1,2,2,1,-1,-1,2,62,"TC",1,1
"237386","58388811-1",27,1.5707107236,2,1,2,2,1,-1,1,2,54,"S",1,17
"237387","58389809-1",27,3.99842625,2,1,2,2,1,2,-1,2,42,"U",2,17
"237397","58390533-1",38,7.3993678009,2,1,2,1,1,-1,2,2,62,"TC",2,18
"237413","58392283-1",91,14.318831152,2,1,2,2,1,-1,-1,1,54,"TC",1,3
"237438","58399460-1",54,19.918189735,2,1,2,1,1,-1,-1,2,49,"S",2,13
"237449","58399741-1",18,12.637338792,2,1,2,2,1,-1,-1,2,68,"TC",2,-7
"237471","58402409-2",54,15.306129453,2,1,2,1,1,-1,3,2,67,"U",2,10
"237484","58405307-2",82,0.2435492431,2,1,2,2,1,-1,-1,2,42,"TC",2,9
"237517","58408616-1",76,4.8190911019,2,1,2,2,1,2,-1,2,52,"TC",3,18
"237531","58410981-1",73,4.5955739848,2,1,2,2,1,2,-1,2,41,"TC",2,17
"237555","58413012-1",94,4.7941084249,2,1,2,2,1,3,-1,2,58,"TC",3,14
"237583","58417711-2",73,7.9935490673,2,1,2,2,1,-1,2,2,61,"TC",2,4
"237587","58418503-2",74,16.505331091,2,1,2,2,1,-1,-1,1,74,"S",1,8
"237589","58418558-2",89,4.4233171428,2,1,2,1,1,-1,3,2,51,"TC",2,18
"237600","58420515-1",84,3.4945395898,2,1,2,2,1,-1,-1,2,56,"TC",3,18
"237607","58420832-1",52,14.409484514,2,1,2,2,1,-1,-1,2,51,"TC",2,16
"237615","58422368-1",19,7.5956910914,2,1,2,2,1,-1,-1,2,43,"TC",2,14
"237617","58422470-1",45,0.9425822132,2,1,2,2,1,1,-1,1,66,"C",2,16
"237676","58432684-2",63,6.3947547867,2,1,2,2,1,-1,-1,2,48,"TC",2,18
"237695","58435582-1",59,1.9351296104,2,1,2,2,1,-1,-1,2,59,"S",2,15
"237710","58438882-1",53,4.4548414356,2,2,2,2,1,-1,-1,2,27,"TC",1,2
"237720","58440782-1",75,2.5043346943,2,7,2,2,1,-1,-1,2,52,"C",4,8
"237734","58442973-2",46,3.2495632737,2,1,2,1,1,-1,-1,2,30,"C",2,18
"237738","58443587-1",53,2.0326265228,2,1,2,2,1,2,-1,2,62,"TC",1,5
"237742","58444342-1",89,1.8304419875,2,1,2,2,1,-1,-1,2,67,"S",2,18
"237743","58444342-2",89,2.7951636141,2,1,2,2,1,-1,-1,1,61,"S",2,18
"237757","58445255-1",83,2.2350562352,2,1,2,2,1,3,-1,1,56,"TC",2,1
"237770","58446690-2",70,4.5343205362,2,1,2,2,1,-1,-1,2,38,"C",2,12
"237795","58450866-1",81,0.5682339036,2,1,2,2,1,-1,-1,2,67,"U",2,9
"237797","58451087-1",34,1.8196832906,2,1,2,2,1,-1,3,2,56,"C",4,16
"237852","58457566-3",18,1.5876594786,2,1,2,2,1,-1,-1,2,16,"TC",3,18
"237866","58459243-2",80,2.8044203602,2,1,2,2,1,-1,-1,2,63,"U",1,18
"237882","58460892-1",51,4.5663040198,2,1,2,2,1,2,-1,2,37,"C",2,-7
"237908","58465084-1",16,3.3457308292,2,1,2,2,1,-1,2,2,68,"TC",1,6
"237911","58465208-2",92,3.7915498752,2,2,2,2,1,-1,-1,1,65,"S",2,11
"237913","58465879-1",93,0.1289417836,2,1,2,2,1,-1,-1,2,54,"TC",4,14
"237926","58467314-3",89,5.7843155457,2,1,2,2,1,-1,-1,1,21,"S",3,18
"237949","58471085-3",45,4.1790664379,2,1,2,2,1,-1,-1,1,33,"S",2,18
"237968","58473771-1",56,4.8340263857,2,1,2,2,1,-1,-1,2,46,"TC",1,5
"237983","58476352-1",7,8.1374420054,2,3,2,2,1,-1,-1,2,42,"U",2,12
"238051","58485831-1",21,4.4082930624,2,1,2,2,1,-1,-1,2,59,"TC",2,12
"238052","58485831-2",21,3.4612832252,2,1,2,2,1,3,-1,1,75,"TC",2,12
"238078","58490385-1",75,0.406931625,2,5,2,2,1,-1,-1,1,24,"TC",2,10
"238086","58491346-2",25,4.1055510198,2,1,2,2,1,2,-1,1,65,"S",1,13
"238118","58494703-2",25,16.440850574,2,1,2,2,1,-1,3,2,71,"U",1,3
"238124","58496471-1",1,2.5812795642,2,1,2,2,1,-1,1,2,52,"S",3,17
"238133","58498532-1",68,2.4192441012,2,1,2,2,1,2,-1,1,72,"TC",1,9
"238137","58498596-1",62,12.420567794,2,2,2,2,1,-1,2,2,64,"TC",1,3
"238140","58498662-2",16,1.1472629769,2,1,2,2,1,-1,-1,2,64,"TC",1,3
"238146","58502064-2",83,5.0358527692,2,1,2,2,1,-1,-1,2,61,"S",1,10
"238185","58507238-1",98,8.4717862008,2,1,2,2,1,-1,-1,2,88,"TC",1,-7
"238186","58507685-1",57,5.2510967703,2,1,2,2,1,3,-1,2,42,"C",2,16
"238207","58511150-1",34,6.8179585953,2,1,2,2,1,-1,2,1,67,"C",2,16
"238209","58511552-1",1,3.4780014347,2,4,2,2,1,3,-1,2,23,"U",3,12
"238235","58515523-1",78,5.138106737,2,1,2,2,1,-1,2,1,66,"TC",2,5
"238236","58515523-2",78,6.3467350488,2,1,2,2,1,-1,-1,2,66,"TC",2,5
"238252","58518926-1",35,4.0391287442,2,2,2,2,1,2,-1,1,60,"U",1,4
"238258","58520198-2",80,6.8415892731,2,1,2,1,1,-1,-1,2,48,"S",2,18
"238278","58523742-3",47,1.0686597119,2,1,2,2,1,-1,-1,1,21,"U",3,17
"238279","58523742-4",47,1.597167871,2,1,2,2,1,3,-1,2,21,"U",3,17
"238356","58535325-1",44,1.0006292764,2,1,2,2,1,-1,-1,2,56,"U",1,18
"238365","58535932-2",54,7.3520350381,2,1,2,1,1,-1,-1,1,55,"TC",1,5
"238378","58539341-1",53,6.729953939,2,1,2,2,1,-1,-1,1,64,"TC",2,18
"238393","58541278-1",72,14.165193256,2,1,2,2,1,-1,-1,2,35,"TC",2,16
"238405","58542015-1",72,0.4746012017,2,1,2,2,1,3,-1,2,39,"C",2,17
"238412","58542417-1",8,0.1362917499,2,1,2,-1,1,-1,-1,2,64,"TC",1,17
"238443","58544457-4",68,7.2058086626,2,1,2,2,2,2,-1,1,17,"TC",3,9
"238497","58554072-1",88,49.125777289,2,1,2,1,1,3,-1,2,34,"TC",3,17
"238505","58554586-2",94,7.0268806877,2,2,2,2,2,-1,-1,1,30,"C",2,-7
"238530","58558016-2",17,15.188962748,2,3,2,2,1,-1,-1,1,49,"U",2,8
"238548","58559611-1",2,5.2202045973,2,1,2,2,1,-1,-1,1,63,"TC",3,18
"238554","58561061-1",20,4.1180277928,2,1,2,2,1,-1,-1,2,75,"S",2,6
"238555","58561061-2",20,0.3757090162,2,1,2,2,1,-1,-1,1,77,"S",2,6
"238568","58563177-3",71,1.7011109352,2,1,2,2,1,-1,-1,1,20,"U",3,18
"238576","58564624-1",14,20.419781782,2,1,2,2,1,-1,3,1,55,"TC",2,7
"238602","58566972-3",47,4.4323000371,2,1,2,2,1,2,-1,2,19,"TC",3,18
"238610","58568668-1",89,36.955533393,2,1,2,2,1,2,-1,1,72,"TC",1,15
"238631","58571396-2",47,1.2835566426,2,1,2,2,1,3,-1,2,68,"TC",1,8
"238648","58573765-2",20,1.7748603928,2,1,2,2,1,-1,-1,2,43,"TC",2,13
"238655","58574249-1",44,45.595136812,2,1,2,1,1,-1,-1,1,45,"TC",3,17
"238663","58574744-3",78,6.7526319519,2,1,2,2,1,-1,-1,1,19,"TC",2,10
"238677","58577754-1",74,4.4993095734,2,-7,2,2,1,-1,3,1,49,"S",1,12
"238679","58578201-1",95,11.817399439,2,1,2,2,1,-1,-1,2,62,"TC",2,16
"238683","58578872-1",57,2.6510258035,2,1,2,2,1,-1,-1,2,74,"U",1,8
"238770","58594229-1",83,2.5916776434,2,1,2,2,1,-1,3,2,48,"TC",3,18
"238772","58594229-3",83,2.6776390702,2,1,2,2,1,-1,2,1,20,"TC",3,18
"238797","58597855-3",88,2.7675738039,2,1,2,2,2,2,-1,2,17,"S",2,12
"238804","58598601-2",71,1.9922796746,2,1,2,2,1,-1,-1,1,56,"TC",3,14
"238805","58598601-3",71,2.4472951876,2,1,2,2,1,-1,-1,2,19,"TC",3,14
"238846","58605835-1",24,11.482975352,2,1,2,2,1,-1,-1,2,41,"TC",1,1
"238849","58605983-3",15,5.2175135665,2,1,2,2,2,-1,-1,1,50,"U",1,4
"238852","58606506-1",14,2.2254225795,2,1,2,1,1,-1,-1,2,67,"C",1,-7
"238856","58606814-3",8,7.1448534367,2,1,2,2,1,-1,-1,2,18,"U",3,18
"238878","58610763-3",25,3.73261059,2,1,2,2,1,3,-1,2,17,"TC",3,12
"238893","58613223-1",20,3.2328846972,2,1,2,2,1,-1,-1,2,53,"TC",1,10
"238895","58613380-2",58,3.7121399066,2,1,2,1,1,-1,-1,2,40,"C",2,16
"238905","58614574-1",37,1.0728625211,2,1,2,2,1,3,-1,2,82,"TC",1,8
"238906","58614770-1",23,0.9518559302,2,1,2,2,1,-1,-1,2,35,"C",1,4
"238910","58615964-1",17,4.1258834347,2,1,2,2,1,-1,-1,2,54,"TC",1,18
